age,start,rating,weight,first,podium,place
6,9,30,57,0,0,9
5,3,34,61,0,0,10
10,2,33,62,0,0,11
6,12,0,58,0,0,12
6,12,57,53,1,1,1
5,3,67,58,0,1,2
7,2,67,59,0,1,3
7,5,64,58,0,0,4
4,10,60,57,0,0,5
4,8,60,58,0,0,6
9,4,61,57,0,0,7
5,1,63,60,0,0,8
7,7,58,54,0,0,9
5,9,53,57,0,0,10
8,6,48,58,0,0,11
9,13,14,51,0,0,12
2,5,75,57,1,1,1
2,13,74,57,0,1,2
2,3,72,57,0,1,3
2,12,68,57,0,0,4
2,2,64,57,0,0,5
2,10,61,57,0,0,6
2,7,57,57,0,0,7
2,4,57,57,0,0,8
2,6,48,57,0,0,9
2,9,39,57,0,0,10
2,11,32,57,0,0,11
2,1,0,57,0,0,12
6,3,118,69,1,1,1
5,7,108,69,0,1,2
4,10,107,68,0,1,3
4,12,95,65,0,0,4
6,6,95,69,0,0,5
5,8,74,69,0,0,6
6,1,70,69,0,0,7
5,4,68,69,0,0,8
5,11,15,66,0,0,9
8,2,0,69,0,0,10
7,5,102,70,1,1,1
9,7,96,70,0,1,2
4,12,92,68,0,1,3
7,2,96,71,0,0,4
6,3,89,72,0,0,5
7,13,77,68,0,0,6
5,6,71,73,0,0,7
9,11,66,71,0,0,8
11,14,27,66,0,0,9
7,4,39,71,0,0,10
5,8,19,73,0,0,11
3,8,58,54,1,1,1
3,9,50,57,0,1,2
8,1,55,62,0,1,3
6,5,48,59,0,0,4
4,4,44,57,0,0,5
3,14,39,57,0,0,6
7,3,40,60,0,0,7
3,10,35,57,0,0,8
4,7,28,58,0,0,9
3,13,17,53,0,0,10
3,11,17,57,0,0,11
4,2,0,60,0,0,12
3,11,69,58,1,1,1
3,12,62,57,0,1,2
3,5,63,59,0,1,3
10,1,63,61,0,0,4
5,2,57,59,0,0,5
7,9,52,58,0,0,6
6,3,51,56,0,0,7
11,4,49,59,0,0,8
3,8,45,58,0,0,9
4,6,40,59,0,0,10
3,10,36,58,0,0,11
3,7,0,57,0,0,12
4,3,95,62,1,1,1
8,1,98,62,0,1,2
5,4,93,62,0,1,3
3,11,87,56,0,0,4
7,6,89,62,0,0,5
5,10,84,61,0,0,6
4,5,87,59,0,0,7
8,2,83,62,0,0,8
3,9,83,61,0,0,9
3,8,69,61,0,0,10
3,12,61,59,0,0,11
3,7,64,58,0,0,12
3,6,81,58,1,1,1
3,4,79,59,0,1,2
3,8,77,57,0,1,3
3,3,77,60,0,0,4
3,11,67,56,0,0,5
3,9,72,57,0,0,6
3,5,70,58,0,0,7
3,7,37,57,0,0,8
3,2,77,60,0,0,9
4,1,29,58,0,0,10
3,12,16,53,0,0,11
3,10,19,57,0,0,12
3,3,69,58,1,1,1
3,10,50,53,0,1,2
11,1,56,59,0,1,3
3,7,47,56,0,0,4
5,2,44,57,0,0,5
4,4,37,58,0,0,6
3,12,32,53,0,0,7
3,8,32,53,0,0,8
3,6,27,57,0,0,9
4,5,16,58,0,0,10
3,9,15,54,0,0,11
3,11,0,52,0,0,12
3,3,74,58,1,1,1
3,9,64,55,0,1,2
3,1,72,58,0,1,3
3,14,52,50,0,0,4
3,12,49,53,0,0,5
3,10,51,54,0,0,6
3,13,28,51,0,0,7
3,7,39,53,0,0,8
3,2,43,58,0,0,9
3,6,21,54,0,0,10
3,4,18,58,0,0,11
3,8,6,56,0,0,12
5,9,107,73,1,1,1
7,3,106,76,0,1,2
4,13,91,73,0,1,3
7,5,91,76,0,0,4
4,10,83,70,0,0,5
5,7,85,73,0,0,6
5,8,82,76,0,0,7
4,11,73,73,0,0,8
5,6,74,73,0,0,9
4,12,55,71,0,0,10
6,4,37,76,0,0,11
5,2,31,73,0,0,12
5,10,96,70,1,1,1
5,6,102,73,0,1,2
6,11,93,70,0,1,3
5,2,86,77,0,0,4
6,9,75,70,0,0,5
6,4,74,73,0,0,6
5,8,71,74,0,0,7
5,5,63,73,0,0,8
6,7,14,73,0,0,9
5,3,0,73,0,0,10
5,1,0,73,0,0,11
5,13,0,71,0,0,12
5,4,113,69,1,1,1
5,5,109,69,0,1,2
4,7,107,68,0,1,3
4,10,103,68,0,0,4
5,1,113,73,0,0,5
4,11,96,68,0,0,6
5,3,97,69,0,0,7
7,12,90,66,0,0,8
4,8,95,65,0,0,9
5,6,93,69,0,0,10
5,2,69,68,0,0,11
4,9,13,68,0,0,12
7,4,98,70,1,1,1
6,11,81,62,0,1,2
9,1,103,73,0,1,3
5,6,93,68,0,0,4
8,5,88,69,0,0,5
6,8,81,70,0,0,6
9,10,74,67,0,0,7
6,2,82,70,0,0,8
5,12,48,60,0,0,9
8,7,54,70,0,0,10
6,9,40,65,0,0,11
7,4,98,73,1,1,1
5,5,93,73,0,1,2
8,12,69,62,0,1,3
7,8,81,70,0,0,4
8,2,84,73,0,0,5
10,6,74,73,0,0,6
5,3,72,73,0,0,7
9,9,55,70,0,0,8
6,10,53,68,0,0,9
10,11,38,63,0,0,10
5,2,127,73,1,1,1
9,8,120,69,0,1,2
5,7,121,71,0,1,3
7,3,118,71,0,0,4
9,5,112,71,0,0,5
6,11,98,68,0,0,6
4,12,99,69,0,0,7
6,9,96,71,0,0,8
6,4,95,71,0,0,9
5,10,85,70,0,0,10
4,2,125,73,1,1,1
4,3,114,73,0,1,2
4,7,103,73,0,1,3
4,13,97,69,0,0,4
4,11,93,73,0,0,5
4,15,86,73,0,0,6
4,8,64,73,0,0,7
4,10,60,69,0,0,8
4,4,39,69,0,0,9
4,1,37,69,0,0,10
4,5,14,71,0,0,11
5,7,130,72,1,1,1
6,1,129,72,0,1,2
8,3,126,71,0,1,3
13,14,98,63,0,0,4
5,9,108,69,0,0,5
8,11,103,69,0,0,6
5,6,110,70,0,0,7
7,10,97,67,0,0,8
6,2,106,73,0,0,9
5,8,69,71,0,0,10
11,12,53,67,0,0,11
7,5,62,73,0,0,12
2,5,83,58,1,1,1
2,1,80,60,0,1,2
2,8,70,58,0,1,3
2,12,61,55,0,0,4
2,2,71,60,0,0,5
2,9,62,58,0,0,6
2,10,62,56,0,0,7
2,6,60,58,0,0,8
2,3,43,58,0,0,9
2,11,43,58,0,0,10
2,4,34,58,0,0,11
2,7,30,58,0,0,12
8,9,97,69,1,1,1
10,7,100,72,0,1,2
10,3,105,74,0,1,3
10,1,108,73,0,0,4
10,8,96,70,0,0,5
8,5,95,73,0,0,6
11,11,68,65,0,0,7
9,2,84,75,0,0,8
7,12,49,63,0,0,9
5,8,92,58,1,1,1
6,12,84,57,0,1,2
6,1,92,62,0,1,3
7,11,83,58,0,1,3
6,6,86,59,0,0,5
7,9,81,59,0,0,6
6,4,87,62,0,0,7
5,10,80,58,0,0,8
4,2,83,62,0,0,9
7,5,78,60,0,0,10
5,3,58,62,0,0,11
3,7,51,59,0,0,12
2,2,0,59,1,1,1
2,1,0,58,0,1,2
2,4,0,59,0,1,3
2,7,0,59,0,0,4
2,11,0,59,0,0,5
2,10,0,59,0,0,6
2,6,0,59,0,0,7
2,13,0,59,0,0,8
2,5,0,58,0,0,9
2,12,0,59,0,0,10
2,9,0,59,0,0,11
2,8,0,57,0,0,12
4,3,87,63,1,1,1
3,11,76,58,0,1,2
6,4,80,62,0,1,3
4,2,77,61,0,0,4
3,7,72,59,0,0,5
3,8,69,59,0,0,6
3,9,68,58,0,0,7
3,13,59,55,0,0,8
4,5,61,62,0,0,9
7,12,36,57,0,0,10
3,10,8,58,0,0,11
6,11,117,73,1,1,1
9,1,116,73,0,1,2
5,12,107,72,0,1,3
7,5,116,76,0,0,4
6,2,113,76,0,0,5
6,4,109,73,0,0,6
7,8,99,73,0,0,7
8,7,76,73,0,0,8
7,10,36,73,0,0,9
6,3,42,73,0,0,10
3,12,0,57,1,1,1
4,2,0,63,0,1,2
3,11,0,58,0,1,3
7,3,0,61,0,0,4
6,1,0,63,0,0,5
3,6,0,60,0,0,6
6,8,0,58,0,0,7
5,9,0,59,0,0,8
8,4,0,62,0,0,9
3,5,0,60,0,0,10
3,13,0,54,0,0,11
3,10,0,58,0,0,12
3,3,0,59,1,1,1
3,2,0,59,0,1,2
3,8,0,57,0,1,3
3,11,0,57,0,0,4
4,1,0,61,0,0,5
3,12,0,57,0,0,6
3,4,0,59,0,0,7
3,5,0,59,0,0,8
3,9,0,57,0,0,9
3,10,0,55,0,0,10
3,6,0,59,0,0,11
5,7,0,59,0,0,12
4,6,0,59,1,1,1
4,1,0,60,0,1,2
6,11,0,58,0,1,3
4,7,0,59,0,0,4
8,4,0,60,0,0,5
7,9,0,58,0,0,6
7,3,0,58,0,0,7
5,2,0,58,0,0,8
7,10,0,56,0,0,9
6,8,0,58,0,0,10
4,5,0,60,0,0,11
4,12,0,58,0,0,12
8,4,0,59,1,1,1
4,10,0,56,0,1,2
5,14,0,53,0,1,3
5,11,0,56,0,0,4
11,6,0,58,0,0,5
8,1,0,60,0,0,6
6,9,0,57,0,0,7
4,7,0,58,0,0,8
6,13,0,53,0,0,9
6,12,0,55,0,0,10
6,2,0,59,0,0,11
5,3,0,59,0,0,12
6,12,0,57,1,1,1
6,5,0,58,0,1,2
5,1,0,62,0,1,3
8,3,0,60,0,0,4
8,8,0,58,0,0,5
5,2,0,62,0,0,6
5,14,0,55,0,0,7
6,6,0,58,0,0,8
7,9,0,58,0,0,9
4,7,0,58,0,0,10
4,4,0,59,0,0,11
8,10,0,57,0,0,12
4,1,0,60,1,1,1
4,4,0,59,0,1,2
5,3,0,59,0,1,3
4,8,0,58,0,0,4
4,13,0,52,0,0,5
5,2,0,58,0,0,6
6,9,0,57,0,0,7
4,7,0,58,0,0,8
6,5,0,59,0,0,9
8,10,0,56,0,0,10
8,6,0,58,0,0,11
4,11,0,56,0,0,12
8,10,135,67,1,1,1
9,7,138,69,0,1,2
6,4,137,68,0,1,3
8,6,125,70,0,0,4
9,5,127,71,0,0,5
6,11,108,67,0,0,6
6,9,87,67,0,0,7
8,8,67,70,0,0,8
10,3,67,72,0,0,9
7,12,6,64,0,0,10
4,11,61,56,1,1,1
5,7,57,57,0,1,2
4,2,50,59,0,1,3
3,6,50,58,0,0,4
8,4,40,58,0,0,5
4,12,27,56,0,0,6
7,5,28,55,0,0,7
3,10,28,56,0,0,8
5,1,31,60,0,0,9
3,9,20,55,0,0,10
3,8,14,57,0,0,11
4,3,0,58,0,0,12
3,15,73,54,1,1,1
3,7,76,59,0,1,2
6,5,57,57,0,1,3
3,13,58,56,0,0,4
3,10,57,56,0,0,5
4,1,59,63,0,0,6
4,3,56,62,0,0,7
5,4,38,61,0,0,8
8,9,29,57,0,0,9
3,6,40,59,0,0,10
3,14,28,56,0,0,11
3,11,26,57,0,0,12
3,13,75,58,1,1,1
3,9,72,60,0,1,2
3,10,67,60,0,1,3
3,11,59,60,0,0,4
3,7,56,60,0,0,5
3,6,54,58,0,0,6
3,12,46,56,0,0,7
4,1,46,59,0,0,8
3,8,44,58,0,0,9
3,2,37,60,0,0,10
3,3,11,57,0,0,11
3,5,0,58,0,0,12
3,11,109,58,1,1,1
3,8,90,58,0,1,2
3,7,89,58,0,1,3
3,14,84,58,0,0,4
4,4,84,61,0,0,5
3,12,79,58,0,0,6
3,15,64,58,0,0,7
4,5,59,61,0,0,8
4,3,55,61,0,0,9
3,9,35,58,0,0,10
3,10,28,58,0,0,11
4,6,0,61,0,0,12
3,9,92,54,1,1,1
3,4,93,57,0,1,2
3,12,80,51,0,1,3
5,1,99,62,0,0,4
3,3,94,58,0,0,5
3,11,82,54,0,0,6
3,5,86,56,0,0,7
3,2,93,59,0,0,8
5,10,74,54,0,0,9
7,6,77,56,0,0,10
4,7,68,55,0,0,11
3,8,50,54,0,0,12
3,9,93,55,1,1,1
3,6,92,56,0,1,2
3,10,82,53,0,1,3
3,3,91,60,0,0,4
3,11,77,54,0,0,5
3,5,82,56,0,0,6
4,4,70,58,0,0,7
4,1,67,62,0,0,8
5,8,38,55,0,0,9
3,12,38,53,0,0,10
4,2,26,60,0,0,11
6,5,64,57,1,1,1
4,12,48,54,0,1,2
5,7,53,56,0,1,3
3,9,52,58,0,0,4
7,8,46,58,0,0,5
3,10,45,56,0,0,6
5,4,51,61,0,0,7
5,6,49,58,0,0,8
9,11,30,56,0,0,9
4,1,40,63,0,0,10
4,2,35,62,0,0,11
4,3,0,61,0,0,12
7,3,124,76,1,1,1
5,10,119,76,0,1,2
5,12,111,73,0,1,3
5,9,118,76,0,0,4
6,1,117,76,0,0,5
5,8,112,76,0,0,6
5,14,55,71,0,0,7
5,13,45,73,0,0,8
6,5,23,74,0,0,9
5,2,0,73,0,0,10
4,3,111,63,1,1,1
5,7,93,59,0,1,2
5,4,97,63,0,1,3
4,9,85,58,0,0,4
6,2,92,63,0,0,5
5,11,80,58,0,0,6
5,8,82,60,0,0,7
9,5,84,60,0,0,8
7,6,83,61,0,0,9
6,1,86,63,0,0,10
7,10,69,58,0,0,11
3,12,66,55,0,0,12
7,13,138,73,1,1,1
7,4,133,73,0,1,2
6,7,130,76,0,1,3
8,10,117,74,0,0,4
6,11,113,76,0,0,5
8,5,112,76,0,0,6
5,12,111,75,0,0,7
7,14,103,73,0,0,8
7,8,59,73,0,0,9
7,1,39,76,0,0,10
11,13,114,65,1,1,1
10,11,118,68,0,1,2
7,2,131,71,0,1,3
8,8,121,72,0,0,4
7,12,110,64,0,0,5
7,6,120,70,0,0,6
6,14,99,64,0,0,7
5,10,107,68,0,0,8
13,1,117,74,0,0,9
10,7,99,72,0,0,10
10,4,99,70,0,0,11
7,9,89,67,0,0,12
2,3,90,57,1,1,1
2,9,73,52,0,1,2
2,1,89,60,0,1,3
2,11,67,50,0,0,4
2,5,73,54,0,0,5
2,4,68,55,0,0,6
2,7,51,53,0,0,7
2,2,59,57,0,0,8
2,8,41,49,0,0,9
2,6,38,54,0,0,10
2,10,25,51,0,0,11
2,12,0,50,0,0,12
6,6,133,72,1,1,1
7,5,128,73,0,1,2
4,11,114,70,0,1,3
6,7,115,69,0,0,4
10,8,110,68,0,0,5
11,4,115,73,0,0,6
7,10,100,68,0,0,7
11,1,107,71,0,0,8
7,3,104,72,0,0,9
9,2,105,74,0,0,10
4,12,71,66,0,0,11
4,9,73,71,0,0,12
6,5,116,58,1,1,1
3,7,113,56,0,1,2
3,8,107,55,0,1,3
5,3,105,58,0,0,4
5,2,103,58,0,0,5
4,4,101,58,0,0,6
4,6,99,58,0,0,7
3,13,98,55,0,0,8
3,12,94,55,0,0,9
5,1,93,58,0,0,10
3,11,88,55,0,0,11
3,9,83,55,0,0,12
3,12,77,60,1,1,1
3,7,73,60,0,1,2
3,10,69,60,0,1,3
3,11,65,60,0,0,4
3,4,62,58,0,0,5
3,13,60,60,0,0,6
3,5,59,58,0,0,7
3,8,57,60,0,0,8
3,3,56,60,0,0,9
3,6,55,60,0,0,10
7,2,32,62,0,0,11
8,1,29,63,0,0,12
3,9,74,58,1,1,1
3,5,73,59,0,1,2
3,7,66,58,0,1,3
6,6,53,59,0,0,4
3,13,50,56,0,0,5
3,4,57,58,0,0,6
3,3,54,60,0,0,7
4,1,57,63,0,0,8
3,10,46,58,0,0,9
3,11,40,55,0,0,10
3,12,37,54,0,0,11
3,8,28,56,0,0,12
4,7,67,60,1,1,1
5,2,67,62,0,1,2
6,10,60,59,0,1,3
6,8,57,59,0,0,4
5,1,55,62,0,0,5
5,6,47,58,0,0,6
7,4,50,58,0,0,7
5,5,48,61,0,0,8
6,11,40,55,0,0,9
4,9,34,59,0,0,10
6,3,31,60,0,0,11
4,12,16,55,0,0,12
2,10,76,57,1,1,1
2,4,76,57,0,1,2
2,6,73,59,0,1,3
2,13,61,57,0,0,4
2,11,61,57,0,0,5
2,7,60,57,0,0,6
2,1,61,59,0,0,7
2,2,55,59,0,0,8
2,8,38,57,0,0,9
2,5,40,59,0,0,10
2,3,28,59,0,0,11
2,12,0,57,0,0,12
3,15,69,54,1,1,1
7,5,82,62,0,1,2
7,12,75,60,0,1,3
10,6,78,62,0,0,4
7,9,76,61,0,0,5
6,11,71,60,0,0,6
8,7,69,62,0,0,7
7,3,69,61,0,0,8
8,2,68,59,0,0,9
3,13,64,59,0,0,10
4,8,54,62,0,0,11
6,10,0,61,0,0,12
3,12,67,53,1,1,1
4,9,64,58,0,1,2
3,11,71,57,0,1,3
6,4,71,63,0,0,4
8,1,75,64,0,0,5
5,2,73,64,0,0,6
9,5,67,62,0,0,7
10,10,33,56,0,0,8
5,6,36,59,0,0,9
7,7,21,58,0,0,10
10,3,26,63,0,0,11
3,8,14,59,0,0,12
3,6,73,57,1,1,1
3,1,76,59,0,1,2
3,9,68,57,0,1,3
3,5,65,57,0,0,4
3,7,57,57,0,0,5
3,8,46,57,0,0,6
3,3,44,56,0,0,7
3,2,42,58,0,0,8
3,4,42,58,0,0,9
3,12,33,57,0,0,10
3,10,17,57,0,0,11
3,11,3,57,0,0,12
5,8,81,59,1,1,1
4,5,80,59,0,1,2
5,10,74,58,0,1,3
5,13,66,53,0,0,4
5,6,75,59,0,0,5
9,9,73,58,0,0,6
5,1,73,58,0,0,7
4,4,68,59,0,0,8
6,12,54,55,0,0,9
5,11,56,57,0,0,10
4,7,60,57,0,0,11
7,2,35,58,0,0,12
5,4,0,61,1,1,1
5,1,0,62,0,1,2
4,7,0,59,0,1,3
3,5,0,60,0,0,4
3,9,0,56,0,0,5
7,2,0,62,0,0,6
6,6,0,59,0,0,7
4,3,0,62,0,0,8
4,10,0,56,0,0,9
5,12,0,56,0,0,10
3,8,0,58,0,0,11
5,11,0,56,0,0,12
6,9,0,56,1,1,1
5,8,0,56,0,1,2
7,4,0,59,0,1,3
4,6,0,58,0,0,4
4,2,0,61,0,0,5
4,5,0,59,0,0,6
3,14,0,55,0,0,7
4,10,0,56,0,0,8
5,11,0,56,0,0,9
5,7,0,58,0,0,10
8,12,0,56,0,0,11
7,1,0,61,0,0,12
3,8,0,56,1,1,1
4,1,0,60,0,1,2
3,7,0,56,0,1,3
6,4,0,59,0,0,4
3,13,0,55,0,0,5
4,11,0,56,0,0,6
5,9,0,56,0,0,7
9,2,0,60,0,0,8
6,6,0,55,0,0,9
7,5,0,58,0,0,10
4,12,0,56,0,0,11
4,10,0,56,0,0,12
4,8,99,56,1,1,1
4,5,102,58,0,1,2
4,6,101,58,0,1,3
3,11,95,55,0,0,4
4,4,96,58,0,0,5
7,1,91,58,0,0,6
3,12,84,54,0,0,7
4,3,84,58,0,0,8
7,2,83,58,0,0,9
6,10,59,56,0,0,10
6,9,52,56,0,0,11
4,7,51,58,0,0,12
6,6,61,69,1,1,1
5,9,49,67,0,1,2
7,1,57,72,0,1,3
4,5,52,70,0,0,4
12,13,38,63,0,0,5
5,2,52,71,0,0,6
7,11,33,64,0,0,7
4,3,44,71,0,0,8
4,4,38,71,0,0,9
5,7,32,69,0,0,10
5,10,18,66,0,0,11
6,12,0,64,0,0,12
3,4,74,63,1,1,1
3,8,70,61,0,1,2
3,7,67,61,0,1,3
3,2,70,63,0,0,4
3,6,64,62,0,0,5
3,9,60,59,0,0,6
3,12,47,56,0,0,7
3,3,54,61,0,0,8
3,5,51,59,0,0,9
3,10,42,58,0,0,10
3,1,37,62,0,0,11
3,11,22,56,0,0,12
6,1,0,63,1,1,1
3,10,0,55,0,1,2
4,8,0,59,0,1,3
7,4,0,59,0,0,4
3,7,0,60,0,0,5
8,6,0,60,0,0,6
4,3,0,62,0,0,7
4,11,0,58,0,0,8
6,2,0,62,0,0,9
4,9,0,58,0,0,10
4,5,0,59,0,0,11
5,12,0,55,0,0,12
3,8,125,69,1,1,1
3,6,120,69,0,1,2
3,9,116,69,0,1,3
3,3,108,69,0,0,4
3,4,92,69,0,0,5
3,7,87,68,0,0,6
3,5,88,69,0,0,7
3,10,86,66,0,0,8
3,1,89,66,0,0,9
3,2,79,66,0,0,10
3,15,70,65,0,0,11
3,13,27,66,0,0,12
3,11,60,54,1,1,1
6,1,56,61,0,1,2
3,8,51,56,0,1,3
7,4,44,57,0,0,4
6,6,42,54,0,0,5
4,2,47,60,0,0,6
11,9,31,56,0,0,7
3,7,39,56,0,0,8
11,3,36,60,0,0,9
5,5,23,57,0,0,10
3,12,8,53,0,0,11
3,10,0,55,0,0,12
2,11,75,56,1,1,1
2,2,77,59,0,1,2
2,5,74,58,0,1,3
2,6,55,58,0,0,4
2,8,52,58,0,0,5
2,4,53,58,0,0,6
2,3,51,59,0,0,7
2,13,42,55,0,0,8
2,12,38,55,0,0,9
2,1,43,59,0,0,10
2,10,34,55,0,0,11
2,7,15,58,0,0,12
7,5,65,59,1,1,1
4,4,63,58,0,1,2
6,12,53,56,0,1,3
11,7,49,57,0,0,4
7,10,46,56,0,0,5
7,9,46,57,0,0,6
6,8,44,57,0,0,7
10,2,50,60,0,0,8
4,6,36,59,0,0,9
7,11,20,56,0,0,10
4,1,4,60,0,0,11
2,2,83,58,1,1,1
2,3,77,58,0,1,2
2,5,69,57,0,1,3
2,1,66,60,0,0,4
2,7,55,53,0,0,5
2,9,36,55,0,0,6
2,4,39,58,0,0,7
2,8,34,55,0,0,8
2,6,30,56,0,0,9
2,10,21,54,0,0,10
2,11,16,54,0,0,11
2,12,11,53,0,0,12
3,2,91,59,1,1,1
3,5,87,59,0,1,2
3,6,70,59,0,1,3
3,10,60,57,0,0,4
3,7,58,59,0,0,5
3,11,34,57,0,0,6
3,13,29,57,0,0,7
3,8,31,59,0,0,8
3,12,18,54,0,0,9
3,3,0,59,0,0,10
3,4,0,59,0,0,11
3,9,0,57,0,0,12
5,8,104,71,1,1,1
5,6,95,73,0,1,2
7,5,88,71,0,1,3
9,3,92,74,0,0,4
7,1,84,72,0,0,5
4,13,68,66,0,0,6
6,7,70,72,0,0,7
5,10,33,67,0,0,8
6,11,18,68,0,0,9
7,2,24,75,0,0,10
5,10,113,66,1,1,1
5,5,105,69,0,1,2
7,3,105,69,0,1,3
5,9,95,66,0,0,4
7,8,90,66,0,0,5
6,4,92,68,0,0,6
6,1,86,69,0,0,7
5,6,65,69,0,0,8
4,7,62,68,0,0,9
3,11,70,55,1,1,1
3,4,78,58,0,1,2
4,2,75,62,0,1,3
3,7,66,55,0,0,4
3,9,62,53,0,0,5
4,1,69,61,0,0,6
3,6,67,58,0,0,7
3,3,68,59,0,0,8
3,8,53,55,0,0,9
5,12,32,52,0,0,10
3,13,19,54,0,0,11
3,10,0,55,0,0,12
6,5,105,70,1,1,1
5,3,96,73,0,1,2
6,4,96,72,0,1,3
5,7,93,73,0,0,4
6,2,92,70,0,0,5
4,9,77,68,0,0,6
4,10,75,68,0,0,7
5,8,78,73,0,0,8
5,1,69,73,0,0,9
6,6,66,70,0,0,10
4,11,60,71,0,0,11
4,12,59,71,0,0,12
6,2,112,76,1,1,1
5,8,89,72,0,1,2
5,6,87,69,0,1,3
7,3,85,76,0,0,4
5,4,72,72,0,0,5
5,5,67,71,0,0,6
7,7,62,72,0,0,7
5,9,60,72,0,0,8
5,11,39,67,0,0,9
5,12,36,67,0,0,10
7,6,112,73,1,1,1
5,2,116,73,0,1,2
7,11,81,63,0,1,3
8,3,104,71,0,0,4
8,1,104,75,0,0,5
6,7,97,72,0,0,6
7,4,97,74,0,0,7
7,10,66,63,0,0,8
8,9,0,67,0,0,9
8,8,1,71,0,0,10
2,3,79,57,1,1,1
2,11,71,54,0,1,2
2,2,78,58,0,1,3
2,9,69,55,0,0,4
2,12,63,54,0,0,5
2,4,69,56,0,0,6
2,7,64,55,0,0,7
2,8,63,53,0,0,8
2,10,62,52,0,0,9
2,5,44,56,0,0,10
2,6,41,55,0,0,11
2,13,34,55,0,0,12
3,2,76,59,1,1,1
3,7,63,57,0,1,2
3,10,49,57,0,1,3
3,5,49,59,0,0,4
3,9,43,53,0,0,5
3,14,52,63,0,0,6
3,1,52,63,0,0,7
3,11,33,56,0,0,8
3,12,27,55,0,0,9
3,13,35,57,0,0,10
3,3,32,60,0,0,11
3,8,22,56,0,0,12
4,11,79,56,1,1,1
3,8,89,54,0,1,2
3,9,89,57,0,1,3
4,4,85,58,0,0,4
4,2,89,62,0,0,5
7,10,76,53,0,0,6
5,12,72,55,0,0,7
5,1,89,63,0,0,8
9,5,75,55,0,0,9
5,3,77,60,0,0,10
6,7,71,54,0,0,11
3,10,68,57,1,1,1
4,7,62,60,0,1,2
4,1,64,63,0,1,3
3,9,55,59,0,0,4
3,2,56,60,0,0,5
3,3,53,58,0,0,6
3,4,51,60,0,0,7
3,6,45,61,0,0,8
3,5,32,58,0,0,9
3,13,0,53,0,0,10
3,8,11,57,0,0,11
4,11,0,53,0,0,12
4,6,0,58,1,1,1
5,5,0,56,0,1,2
4,10,0,55,0,1,3
4,11,0,55,0,0,4
4,9,0,57,0,0,5
6,4,0,59,0,0,6
5,1,0,60,0,0,7
5,3,0,59,0,0,8
5,7,0,58,0,0,9
5,8,0,57,0,0,10
5,2,0,59,0,0,11
7,12,0,55,0,0,12
2,11,0,58,1,1,1
2,7,0,58,0,1,2
2,9,0,58,0,1,3
2,2,0,60,0,0,4
2,13,0,56,0,0,5
2,10,0,58,0,0,6
2,1,0,60,0,0,7
2,5,0,60,0,0,8
2,6,0,58,0,0,9
2,8,0,58,0,0,10
2,4,0,60,0,0,11
2,12,0,58,0,0,12
4,13,94,68,1,1,1
5,3,98,77,0,1,2
5,6,97,74,0,1,3
4,9,91,71,0,0,4
5,5,94,73,0,0,5
5,1,85,73,0,0,6
5,11,73,73,0,0,7
4,8,72,72,0,0,8
6,10,60,70,0,0,9
4,12,34,68,0,0,10
4,7,25,72,0,0,11
6,2,0,73,0,0,12
2,12,0,57,1,1,1
2,11,0,57,0,1,2
2,2,0,57,0,1,3
2,7,0,57,0,0,4
2,8,0,57,0,0,5
2,10,0,53,0,0,6
2,6,0,57,0,0,7
2,9,0,57,0,0,8
2,5,0,57,0,0,9
2,1,0,57,0,0,10
2,3,0,54,0,0,11
2,4,0,57,0,0,12
6,10,94,70,1,1,1
5,7,97,73,0,1,2
6,3,100,75,0,1,3
8,1,106,75,0,0,4
5,8,94,70,0,0,5
10,4,91,73,0,0,6
7,11,80,66,0,0,7
6,2,94,73,0,0,8
5,5,81,73,0,0,9
6,12,70,69,0,0,10
5,9,61,72,0,0,11
8,6,33,73,0,0,12
2,5,78,57,1,1,1
2,4,72,57,0,1,2
2,6,63,57,0,1,3
2,8,52,57,0,0,4
2,9,48,57,0,0,5
2,7,47,57,0,0,6
2,2,45,57,0,0,7
2,1,43,55,0,0,8
2,12,42,57,0,0,9
2,11,9,57,0,0,10
2,3,0,57,0,0,11
2,10,0,57,0,0,12
8,10,58,56,1,1,1
4,2,61,61,0,1,2
3,9,50,56,0,1,3
4,8,48,58,0,0,4
9,3,53,59,0,0,5
4,7,42,58,0,0,6
3,11,35,56,0,0,7
6,1,44,62,0,0,8
4,12,27,55,0,0,9
3,4,40,60,0,0,10
5,5,18,59,0,0,11
6,6,0,58,0,0,12
6,1,67,62,1,1,1
5,9,52,56,0,1,2
4,5,57,59,0,1,3
8,6,55,55,0,0,4
5,3,57,60,0,0,5
6,4,55,60,0,0,6
4,2,45,58,0,0,7
3,7,39,58,0,0,8
3,12,20,53,0,0,9
5,11,13,56,0,0,10
3,10,6,56,0,0,11
3,4,0,55,1,1,1
3,10,0,53,0,1,2
3,5,0,53,0,1,3
3,8,0,53,0,0,4
3,12,0,55,0,0,5
3,9,0,55,0,0,6
3,11,0,53,0,0,7
3,2,0,53,0,0,8
3,3,0,53,0,0,9
3,1,0,53,0,0,10
3,6,0,54,0,0,11
3,7,0,53,0,0,12
3,7,107,69,1,1,1
3,5,106,69,0,1,2
3,9,106,69,0,1,3
3,13,98,64,0,0,4
3,3,96,66,0,0,5
3,12,96,67,0,0,6
3,14,87,66,0,0,7
3,11,71,69,0,0,8
