age,start,rating,weight,first,podium,place
4,1,0,60,1,1,1
6,7,0,53,0,1,2
4,4,0,56,0,1,3
6,12,0,50,0,0,4
4,6,0,54,0,0,5
5,3,0,57,0,0,6
5,8,0,53,0,0,7
3,9,0,53,0,0,8
4,2,0,58,0,0,9
4,5,0,56,0,0,10
5,10,0,51,0,0,11
3,11,0,52,0,0,12
4,12,0,52,1,1,1
4,8,0,54,0,1,2
4,3,0,57,0,1,3
6,2,0,55,0,0,4
4,1,0,60,0,0,5
7,10,0,54,0,0,6
4,7,0,54,0,0,7
8,4,0,56,0,0,8
6,5,0,56,0,0,9
6,11,0,52,0,0,10
6,9,0,53,0,0,11
6,6,0,55,0,0,12
5,5,0,56,1,1,1
5,7,0,51,0,1,2
5,6,0,55,0,1,3
7,11,0,51,0,0,4
3,2,0,58,0,0,5
4,12,0,51,0,0,6
6,9,0,53,0,0,7
4,8,0,54,0,0,8
7,3,0,56,0,0,9
4,1,0,60,0,0,10
4,10,0,53,0,0,11
5,4,0,56,0,0,12
5,9,0,55,1,1,1
4,1,0,54,0,1,2
5,2,0,54,0,1,3
5,13,0,54,0,0,4
5,3,0,54,0,0,5
3,12,0,53,0,0,6
4,8,0,54,0,0,7
7,5,0,54,0,0,8
5,4,0,54,0,0,9
5,11,0,54,0,0,10
4,6,0,54,0,0,11
3,7,0,53,0,0,12
3,10,0,53,1,1,1
3,1,0,55,0,1,2
4,3,0,56,0,1,3
3,12,0,53,0,0,4
3,8,0,53,0,0,5
4,4,0,56,0,0,6
5,9,0,56,0,0,7
3,5,0,54,0,0,8
3,7,0,53,0,0,9
3,2,0,54,0,0,10
3,6,0,53,0,0,11
3,5,0,53,1,1,1
3,9,0,53,0,1,2
3,4,0,53,0,1,3
3,10,0,53,0,0,4
3,1,0,53,0,0,5
3,3,0,53,0,0,6
3,6,0,53,0,0,7
3,8,0,53,0,0,8
3,11,0,53,0,0,9
3,12,0,53,0,0,10
3,7,0,53,0,0,11
3,2,0,53,0,0,12
4,2,0,56,1,1,1
3,10,0,51,0,1,2
4,9,0,56,0,1,3
3,1,0,53,0,0,4
3,5,0,53,0,0,5
3,11,0,53,0,0,6
3,4,0,53,0,0,7
3,6,0,53,0,0,8
4,8,0,56,0,0,9
3,12,0,53,0,0,10
4,3,0,56,0,0,11
3,7,0,53,0,0,12
4,4,0,59,1,1,1
5,9,0,53,0,1,2
4,5,0,59,0,1,3
4,10,0,53,0,0,4
5,7,0,58,0,0,5
5,2,0,57,0,0,6
5,8,0,53,0,0,7
6,12,0,54,0,0,8
6,1,0,59,0,0,9
5,11,0,55,0,0,10
5,3,0,59,0,0,11
7,6,0,58,0,0,12
5,6,0,66,1,1,1
6,2,0,67,0,1,2
5,9,0,64,0,1,3
6,7,0,66,0,0,4
5,11,0,62,0,0,5
5,12,0,62,0,0,6
6,3,0,67,0,0,7
6,5,0,66,0,0,8
8,1,0,71,0,0,9
3,6,0,56,1,1,1
4,8,0,54,0,1,2
6,11,0,50,0,1,3
5,2,0,60,0,0,4
4,4,0,58,0,0,5
5,9,0,53,0,0,6
6,7,0,56,0,0,7
5,3,0,54,0,0,8
4,12,0,52,0,0,9
4,5,0,58,0,0,10
3,1,0,59,0,0,11
6,10,0,51,0,0,12
4,3,0,57,1,1,1
4,11,0,53,0,1,2
6,1,0,55,0,1,3
3,8,0,55,0,0,4
4,5,0,55,0,0,5
4,12,0,52,0,0,6
4,7,0,55,0,0,7
5,2,0,59,0,0,8
5,6,0,55,0,0,9
4,9,0,54,0,0,10
4,10,0,53,0,0,11
4,4,0,54,0,0,12
5,11,0,53,1,1,1
5,10,0,55,0,1,2
6,4,0,58,0,1,3
6,6,0,53,0,0,4
9,3,0,58,0,0,5
4,9,0,56,0,0,6
4,13,0,52,0,0,7
7,7,0,55,0,0,8
6,8,0,56,0,0,9
5,12,0,55,0,0,10
6,5,0,54,0,0,11
4,1,0,59,0,0,12
6,11,0,66,1,1,1
6,5,0,68,0,1,2
7,13,0,66,0,1,3
8,1,0,68,0,0,4
7,12,0,63,0,0,5
7,2,0,64,0,0,6
5,14,0,67,0,0,7
5,16,0,63,0,0,8
6,6,0,67,0,0,9
10,6,0,57,1,1,1
5,4,0,59,0,1,2
5,5,0,59,0,1,3
5,3,0,59,0,0,4
4,9,0,57,0,0,5
5,12,0,55,0,0,6
9,11,0,55,0,0,7
6,7,0,54,0,0,8
5,1,0,59,0,0,9
7,2,0,58,0,0,10
4,8,0,54,0,0,11
5,10,0,57,0,0,12
5,8,0,58,1,1,1
7,1,0,57,0,1,2
6,9,0,58,0,1,3
10,7,0,54,0,0,4
5,4,0,58,0,0,5
5,6,0,58,0,0,6
4,11,0,58,0,0,7
4,10,0,58,0,0,8
10,12,0,57,0,0,9
7,3,0,59,0,0,10
4,5,0,58,0,0,11
8,4,0,59,1,1,1
5,3,0,59,0,1,2
7,6,0,57,0,1,3
5,10,0,56,0,0,4
5,1,0,59,0,0,5
4,7,0,57,0,0,6
4,11,0,54,0,0,7
5,2,0,59,0,0,8
4,12,0,55,0,0,9
4,8,0,54,0,0,10
8,5,0,59,0,0,11
8,9,0,57,0,0,12
3,4,0,53,1,1,1
4,9,0,56,0,1,2
4,1,0,56,0,1,3
3,8,0,53,0,0,4
3,10,0,53,0,0,5
3,3,0,53,0,0,6
3,6,0,53,0,0,7
3,12,0,54,0,0,8
3,2,0,54,0,0,9
3,5,0,55,0,0,10
4,7,0,56,0,0,11
4,11,0,56,0,0,12
5,5,0,56,1,1,1
6,12,0,56,0,1,2
3,3,0,53,0,1,3
3,4,0,54,0,0,4
4,8,0,56,0,0,5
3,11,0,54,0,0,6
5,2,0,56,0,0,7
4,1,0,56,0,0,8
6,9,0,56,0,0,9
4,6,0,56,0,0,10
5,7,0,56,0,0,11
7,10,0,56,0,0,12
8,5,0,56,1,1,1
8,10,0,56,0,1,2
5,12,0,56,0,1,3
6,4,0,56,0,0,4
8,1,0,56,0,0,5
6,2,0,56,0,0,6
5,8,0,56,0,0,7
5,7,0,56,0,0,8
4,9,0,56,0,0,9
5,3,0,56,0,0,10
5,6,0,56,0,0,11
6,11,0,56,0,0,12
5,11,0,53,1,1,1
4,5,0,53,0,1,2
8,4,0,53,0,1,3
6,6,0,54,0,0,4
7,10,0,54,0,0,5
4,8,0,54,0,0,6
6,9,0,53,0,0,7
4,7,0,53,0,0,8
4,2,0,53,0,0,9
6,3,0,53,0,0,10
5,12,0,53,0,0,11
5,1,0,55,0,0,12
3,11,0,53,1,1,1
5,1,0,60,0,1,2
4,2,0,60,0,1,3
4,8,0,54,0,0,4
3,9,0,52,0,0,5
6,7,0,53,0,0,6
3,4,0,58,0,0,7
7,5,0,55,0,0,8
4,3,0,58,0,0,9
7,12,0,51,0,0,10
3,10,0,53,0,0,11
5,6,0,55,0,0,12
4,9,0,56,1,1,1
7,8,0,56,0,1,2
5,1,0,58,0,1,3
5,5,0,58,0,0,4
7,6,0,57,0,0,5
4,3,0,58,0,0,6
4,10,0,53,0,0,7
6,4,0,58,0,0,8
4,11,0,54,0,0,9
4,12,0,52,0,0,10
6,2,0,58,0,0,11
6,7,0,57,0,0,12
5,6,0,55,1,1,1
4,3,0,58,0,1,2
5,10,0,52,0,1,3
5,12,0,51,0,0,4
4,5,0,56,0,0,5
4,11,0,49,0,0,6
5,4,0,56,0,0,7
5,8,0,53,0,0,8
8,9,0,51,0,0,9
5,2,0,58,0,0,10
6,7,0,53,0,0,11
4,1,0,57,0,0,12
4,11,0,53,1,1,1
3,8,0,57,0,1,2
5,4,0,59,0,1,3
3,1,0,60,0,0,4
6,7,0,58,0,0,5
6,2,0,60,0,0,6
9,6,0,58,0,0,7
5,5,0,58,0,0,8
3,9,0,57,0,0,9
4,3,0,56,0,0,10
5,10,0,54,0,0,11
5,12,0,50,0,0,12
5,1,0,57,1,1,1
4,8,0,57,0,1,2
8,5,0,58,0,1,3
5,2,0,60,0,0,4
9,9,0,55,0,0,5
8,12,0,50,0,0,6
3,4,0,58,0,0,7
4,3,0,59,0,0,8
5,11,0,53,0,0,9
4,10,0,54,0,0,10
3,7,0,57,0,0,11
4,6,0,57,0,0,12
5,1,0,58,1,1,1
6,6,0,56,0,1,2
6,5,0,57,0,1,3
4,7,0,55,0,0,4
5,12,0,51,0,0,5
9,8,0,55,0,0,6
5,4,0,57,0,0,7
4,9,0,55,0,0,8
4,3,0,57,0,0,9
4,2,0,53,0,0,10
4,11,0,53,0,0,11
5,10,0,52,0,0,12
4,2,0,56,1,1,1
3,11,0,52,0,1,2
5,10,0,53,0,1,3
6,9,0,53,0,0,4
4,5,0,55,0,0,5
4,7,0,54,0,0,6
5,4,0,55,0,0,7
4,3,0,54,0,0,8
3,12,0,50,0,0,9
5,1,0,60,0,0,10
3,8,0,53,0,0,11
7,6,0,53,0,0,12
4,10,0,54,1,1,1
3,11,0,52,0,1,2
4,12,0,55,0,1,3
3,1,0,52,0,0,4
4,9,0,54,0,0,5
4,7,0,54,0,0,6
4,5,0,54,0,0,7
3,6,0,52,0,0,8
3,8,0,53,0,0,9
4,2,0,55,0,0,10
3,4,0,52,0,0,11
3,3,0,52,0,0,12
4,8,0,56,1,1,1
4,10,0,56,0,1,2
3,9,0,54,0,1,3
3,7,0,55,0,0,4
4,12,0,56,0,0,5
5,6,0,56,0,0,6
4,3,0,56,0,0,7
4,2,0,56,0,0,8
4,5,0,56,0,0,9
3,1,0,54,0,0,10
4,4,0,56,0,0,11
3,11,0,53,0,0,12
5,1,0,59,1,1,1
6,7,0,57,0,1,2
6,4,0,58,0,1,3
8,10,0,52,0,0,4
5,3,0,58,0,0,5
6,5,0,58,0,0,6
6,11,0,49,0,0,7
5,8,0,57,0,0,8
6,9,0,54,0,0,9
5,6,0,57,0,0,10
5,2,0,58,0,0,11
5,12,0,51,0,0,12
10,8,0,54,1,1,1
5,9,0,55,0,1,2
7,4,0,58,0,1,3
8,6,0,58,0,0,4
5,2,0,59,0,0,5
5,5,0,58,0,0,6
9,3,0,58,0,0,7
5,1,0,59,0,0,8
7,7,0,57,0,0,9
6,12,0,54,0,0,10
7,11,0,55,0,0,11
5,10,0,54,0,0,12
4,2,0,56,1,1,1
4,1,0,53,0,1,2
3,9,0,53,0,1,3
4,5,0,56,0,0,4
3,4,0,53,0,0,5
5,8,0,56,0,0,6
4,10,0,56,0,0,7
4,7,0,56,0,0,8
4,11,0,56,0,0,9
4,3,0,53,0,0,10
3,12,0,53,0,0,11
5,6,0,53,0,0,12
3,6,0,67,1,1,1
3,9,0,66,0,1,2
3,11,0,67,0,0,3
3,2,0,67,0,0,4
3,10,0,67,0,0,5
3,13,0,64,0,0,6
3,7,0,67,0,0,7
3,4,0,67,0,0,8
3,5,0,67,0,0,9
3,8,0,63,0,0,10
3,12,0,67,0,0,11
3,2,0,53,1,1,1
3,10,0,53,0,1,2
3,4,0,53,0,0,3
4,8,0,54,0,0,4
3,7,0,53,0,0,5
3,9,0,53,0,0,6
3,5,0,53,0,0,7
4,1,0,54,0,0,8
3,11,0,53,0,0,9
3,12,0,53,0,0,10
3,13,0,53,0,0,11
3,6,0,53,0,0,12
4,10,0,56,1,1,1
4,6,0,56,0,1,2
4,7,0,56,0,0,3
6,11,0,56,0,0,4
4,9,0,53,0,0,5
3,1,0,53,0,0,6
4,8,0,56,0,0,7
5,4,0,56,0,0,8
4,2,0,56,0,0,9
4,12,0,56,0,0,10
5,3,0,56,0,0,11
5,5,0,56,0,0,12
3,12,0,54,1,1,1
5,6,0,56,0,1,2
5,2,0,56,0,0,3
4,4,0,56,0,0,4
7,7,0,53,0,0,5
4,11,0,56,0,0,6
4,3,0,56,0,0,7
8,5,0,56,0,0,8
3,9,0,53,0,0,9
3,10,0,53,0,0,10
3,8,0,53,0,0,11
5,1,0,56,0,0,12
6,1,0,63,1,1,1
4,7,0,54,0,1,2
5,4,0,57,0,0,3
4,6,0,56,0,0,4
6,3,0,57,0,0,5
4,5,0,57,0,0,6
4,10,0,53,0,0,7
7,2,0,58,0,0,8
5,11,0,51,0,0,9
5,12,0,50,0,0,10
4,8,0,54,0,0,11
4,9,0,53,0,0,12
3,10,0,53,1,1,1
6,6,0,55,0,1,2
5,1,0,55,0,0,3
3,7,0,54,0,0,4
3,3,0,56,0,0,5
4,8,0,54,0,0,6
4,4,0,56,0,0,7
4,5,0,55,0,0,8
4,2,0,59,0,0,9
6,12,0,52,0,0,10
4,11,0,52,0,0,11
3,9,0,53,0,0,12
5,10,0,53,1,1,1
5,8,0,51,0,1,2
6,7,0,56,0,0,3
4,2,0,59,0,0,4
5,4,0,58,0,0,5
5,12,0,51,0,0,6
5,9,0,54,0,0,7
5,6,0,58,0,0,8
6,11,0,53,0,0,9
4,1,0,58,0,0,10
4,3,0,59,0,0,11
4,5,0,58,0,0,12
5,7,0,56,1,1,1
4,8,0,55,0,1,2
4,9,0,53,0,0,3
4,5,0,58,0,0,4
6,2,0,59,0,0,5
10,3,0,58,0,0,6
5,10,0,53,0,0,7
7,4,0,58,0,0,8
4,1,0,62,0,0,9
5,12,0,51,0,0,10
5,11,0,52,0,0,11
4,6,0,57,0,0,12
4,7,0,55,1,1,1
4,12,0,53,0,1,2
4,8,0,55,0,0,3
4,4,0,57,0,0,4
4,1,0,60,0,0,5
4,5,0,57,0,0,6
4,3,0,58,0,0,7
4,11,0,54,0,0,8
4,6,0,56,0,0,9
4,14,0,52,0,0,10
4,10,0,54,0,0,11
4,9,0,55,0,0,12
4,11,0,54,1,1,1
4,7,0,57,0,1,2
4,8,0,53,0,1,3
6,3,0,59,0,0,4
4,1,0,60,0,0,5
5,10,0,55,0,0,6
4,12,0,53,0,0,7
5,6,0,56,0,0,8
3,9,0,55,0,0,9
6,4,0,57,0,0,10
7,2,0,55,0,0,11
4,5,0,58,0,0,12
5,7,0,57,1,1,1
5,3,0,58,0,1,2
6,12,0,52,0,1,3
5,11,0,52,0,0,4
6,5,0,58,0,0,5
6,8,0,55,0,0,6
6,1,0,58,0,0,7
3,4,0,55,0,0,8
3,9,0,55,0,0,9
6,10,0,53,0,0,10
5,2,0,58,0,0,11
3,6,0,55,0,0,12
5,8,0,56,1,1,1
4,4,0,58,0,1,2
5,12,0,53,0,1,3
3,9,0,53,0,0,4
5,3,0,54,0,0,5
4,2,0,59,0,0,6
7,10,0,54,0,0,7
5,7,0,56,0,0,8
4,6,0,55,0,0,9
7,1,0,60,0,0,10
3,11,0,54,0,0,11
3,5,0,56,0,0,12
5,6,0,57,1,1,1
7,8,0,54,0,1,2
4,3,0,59,0,1,3
5,2,0,58,0,0,4
5,11,0,53,0,0,5
4,9,0,56,0,0,6
3,10,0,54,0,0,7
4,7,0,56,0,0,8
8,4,0,57,0,0,9
4,12,0,53,0,0,10
5,5,0,56,0,0,11
5,1,0,55,0,0,12
4,5,0,57,1,1,1
6,12,0,52,0,1,2
5,9,0,55,0,1,3
7,1,0,60,0,0,4
4,11,0,51,0,0,5
4,2,0,55,0,0,6
4,7,0,56,0,0,7
4,8,0,55,0,0,8
4,10,0,53,0,0,9
3,4,0,58,0,0,10
5,6,0,56,0,0,11
4,3,0,54,0,0,12
5,12,0,54,1,1,1
5,6,0,54,0,1,2
3,13,0,52,0,1,3
3,4,0,53,0,0,4
3,8,0,53,0,0,5
4,11,0,54,0,0,6
3,9,0,53,0,0,7
3,10,0,52,0,0,8
3,3,0,54,0,0,9
4,2,0,54,0,0,10
4,7,0,54,0,0,11
5,5,0,54,0,0,12
3,2,0,58,1,1,1
3,4,0,56,0,1,2
3,12,0,54,0,1,3
3,10,0,54,0,0,4
3,9,0,54,0,0,5
3,5,0,56,0,0,6
3,6,0,55,0,0,7
3,7,0,55,0,0,8
3,11,0,54,0,0,9
3,1,0,58,0,0,10
3,3,0,56,0,0,11
3,8,0,55,0,0,12
4,4,0,56,1,1,1
3,12,0,53,0,1,2
3,10,0,53,0,1,3
3,1,0,53,0,0,4
4,3,0,53,0,0,5
3,2,0,51,0,0,6
3,8,0,53,0,0,7
3,11,0,53,0,0,8
3,9,0,50,0,0,9
3,5,0,53,0,0,10
3,6,0,53,0,0,11
3,7,0,53,0,0,12
7,7,0,68,1,1,1
8,2,0,68,0,1,2
7,6,0,68,0,1,3
6,8,0,67,0,0,4
6,4,0,69,0,0,5
8,1,0,72,0,0,6
5,9,0,63,0,0,7
6,12,0,62,0,0,8
6,5,0,68,0,0,9
3,5,0,55,1,1,1
3,4,0,55,0,1,2
3,9,0,52,0,1,3
3,3,0,58,0,0,4
3,2,0,56,0,0,5
3,7,0,56,0,0,6
3,1,0,56,0,0,7
3,8,0,53,0,0,8
3,11,0,55,0,0,9
3,12,0,54,0,0,10
3,10,0,52,0,0,11
3,6,0,54,0,0,12
3,5,0,54,1,1,1
3,1,0,57,0,1,2
3,4,0,57,0,1,3
3,7,0,57,0,0,4
3,8,0,54,0,0,5
3,2,0,54,0,0,6
3,9,0,53,0,0,7
3,10,0,52,0,0,8
3,11,0,53,0,0,9
3,6,0,57,0,0,10
3,12,0,54,0,0,11
3,3,0,58,0,0,12
3,5,0,53,1,1,1
4,7,0,56,0,1,2
3,4,0,51,0,1,3
4,8,0,54,0,0,4
3,3,0,53,0,0,5
3,2,0,53,0,0,6
4,6,0,53,0,0,7
3,9,0,53,0,0,8
3,10,0,53,0,0,9
3,12,0,53,0,0,10
3,1,0,50,0,0,11
4,11,0,56,0,0,12
5,3,0,58,1,1,1
5,12,0,52,0,1,2
4,2,0,55,0,1,3
3,8,0,55,0,0,4
5,11,0,53,0,0,5
4,5,0,56,0,0,6
4,4,0,56,0,0,7
5,10,0,54,0,0,8
4,6,0,53,0,0,9
3,1,0,60,0,0,10
5,9,0,54,0,0,11
3,7,0,54,0,0,12
7,12,0,53,1,1,1
6,9,0,54,0,1,2
5,11,0,54,0,1,3
4,8,0,55,0,0,4
3,7,0,56,0,0,5
6,2,0,56,0,0,6
8,3,0,55,0,0,7
7,5,0,57,0,0,8
6,4,0,56,0,0,9
9,13,0,51,0,0,10
3,1,0,55,0,0,11
5,6,0,57,0,0,12
4,4,0,60,1,1,1
4,1,0,60,0,1,2
4,8,0,55,0,1,3
4,11,0,53,0,0,4
4,10,0,56,0,0,5
4,9,0,54,0,0,6
4,5,0,55,0,0,7
4,6,0,58,0,0,8
4,2,0,63,0,0,9
4,7,0,58,0,0,10
4,3,0,62,0,0,11
4,12,0,55,0,0,12
7,2,74,59,1,1,1
5,1,73,59,0,1,2
4,12,58,58,0,1,3
9,5,51,59,0,0,4
4,7,44,58,0,0,5
4,9,38,58,0,0,6
4,3,39,59,0,0,7
7,6,27,59,0,0,8
4,10,19,58,0,0,9
7,4,19,58,0,0,10
4,11,0,57,0,0,11
4,8,0,58,0,0,12
6,8,87,58,1,1,1
5,10,86,58,0,1,2
4,2,76,59,0,1,3
5,6,75,58,0,0,4
4,9,67,58,0,0,5
4,11,58,58,0,0,6
4,4,60,59,0,0,7
4,3,60,59,0,0,8
7,5,55,59,0,0,9
4,1,38,59,0,0,10
6,12,34,58,0,0,11
4,7,22,58,0,0,12
6,5,94,58,1,1,1
4,10,92,58,0,1,2
4,12,86,58,0,1,3
4,2,84,58,0,0,4
5,9,77,58,0,0,5
4,1,77,58,0,0,6
4,3,77,57,0,0,7
5,4,76,58,0,0,8
6,11,67,58,0,0,9
8,8,61,58,0,0,10
7,7,47,58,0,0,11
4,6,43,58,0,0,12
3,4,88,58,1,1,1
3,10,74,58,0,1,2
3,12,69,58,0,1,3
3,7,67,58,0,0,4
3,2,66,58,0,0,5
3,8,64,58,0,0,6
3,6,60,58,0,0,7
3,1,53,58,0,0,8
3,5,49,58,0,0,9
3,9,40,58,0,0,10
3,11,31,58,0,0,11
3,3,6,57,0,0,12
5,1,75,60,1,1,1
4,11,68,57,0,1,2
4,12,67,57,0,1,3
5,7,67,58,0,0,4
4,3,66,59,0,0,5
4,6,62,59,0,0,6
4,5,59,59,0,0,7
7,2,58,60,0,0,8
4,9,46,58,0,0,9
5,4,49,59,0,0,10
5,10,43,57,0,0,11
4,8,33,58,0,0,12
4,11,99,57,1,1,1
4,10,98,57,0,1,2
6,2,99,59,0,1,3
7,12,93,57,0,0,4
5,8,86,58,0,0,5
5,6,86,58,0,0,6
4,7,79,58,0,0,7
7,3,74,58,0,0,8
6,1,77,60,0,0,9
6,9,34,58,0,0,10
3,11,90,55,1,1,1
3,9,85,57,0,1,2
3,8,75,57,0,1,3
3,3,70,57,0,0,4
3,4,61,57,0,0,5
3,5,59,57,0,0,6
3,7,48,57,0,0,7
3,6,41,57,0,0,8
3,12,29,55,0,0,9
3,10,0,55,0,0,10
6,2,0,61,0,0,11
7,1,0,63,0,0,12
3,7,86,57,1,1,1
3,8,85,57,0,1,2
3,2,82,57,0,1,3
3,9,80,57,0,0,4
3,12,59,55,0,0,5
3,5,63,57,0,0,6
3,3,61,57,0,0,7
3,11,52,55,0,0,8
3,6,56,57,0,0,9
3,10,50,55,0,0,10
3,4,23,57,0,0,11
4,1,8,59,0,0,12
3,7,108,57,1,1,1
3,10,108,57,0,1,2
3,5,103,57,0,1,3
3,2,103,57,0,0,4
3,12,99,57,0,0,5
3,9,99,57,0,0,6
3,4,98,57,0,0,7
3,1,91,57,0,0,8
3,3,88,57,0,0,9
3,8,78,57,0,0,10
3,6,49,57,0,0,11
3,11,39,57,0,0,12
4,8,83,58,1,1,1
7,5,81,58,0,1,2
10,2,80,59,0,1,3
4,10,75,57,0,0,4
5,1,71,59,0,0,5
8,7,69,58,0,0,6
7,4,69,59,0,0,7
7,9,66,58,0,0,8
6,6,63,58,0,0,9
4,12,58,58,0,0,10
5,3,58,59,0,0,11
9,11,33,58,0,0,12
2,1,82,59,1,1,1
2,10,81,59,0,1,2
2,9,75,59,0,1,3
2,4,69,59,0,0,4
2,5,69,59,0,0,5
2,8,67,59,0,0,6
2,11,64,59,0,0,7
2,3,55,59,0,0,8
2,7,37,59,0,0,9
2,2,24,59,0,0,10
2,6,8,59,0,0,11
2,12,1,57,0,0,12
3,6,93,59,1,1,1
3,3,83,59,0,1,2
3,7,68,59,0,1,3
3,2,67,59,0,0,4
3,4,52,59,0,0,5
3,5,51,59,0,0,6
3,9,50,59,0,0,7
3,11,44,57,0,0,8
3,10,23,57,0,0,9
3,12,8,57,0,0,10
3,8,10,59,0,0,11
3,1,4,59,0,0,12
3,4,80,56,1,1,1
3,6,74,56,0,1,2
4,2,66,61,0,1,3
3,9,76,56,0,0,4
3,10,66,55,0,0,5
6,3,58,61,0,0,6
7,1,63,63,0,0,7
3,7,50,56,0,0,8
3,8,40,56,0,0,9
3,12,26,54,0,0,10
3,5,20,56,0,0,11
3,11,0,54,0,0,12
5,12,80,58,1,1,1
6,5,80,58,0,1,2
5,8,71,58,0,1,3
4,3,72,57,0,0,4
5,9,70,58,0,0,5
4,6,70,58,0,0,6
10,10,67,58,0,0,7
5,7,66,58,0,0,8
5,1,63,58,0,0,9
4,11,51,58,0,0,10
5,2,49,57,0,0,11
4,4,41,58,0,0,12
3,6,70,57,1,1,1
3,8,58,58,0,1,2
3,2,58,59,0,1,3
3,11,51,58,0,0,4
3,10,50,58,0,0,5
3,12,47,58,0,0,6
3,9,39,57,0,0,7
3,5,38,58,0,0,8
3,3,30,59,0,0,9
3,4,29,59,0,0,10
3,1,25,59,0,0,11
7,10,93,58,1,1,1
4,11,92,58,0,1,2
7,9,88,58,0,1,3
7,1,86,58,0,0,4
4,5,83,58,0,0,5
4,2,81,58,0,0,6
6,6,79,58,0,0,7
7,8,77,58,0,0,8
5,7,72,57,0,0,9
4,4,72,58,0,0,10
5,3,70,58,0,0,11
5,12,63,58,0,0,12
2,6,77,59,1,1,1
2,8,76,59,0,1,2
2,4,73,59,0,1,3
2,10,73,59,0,0,4
2,7,72,59,0,0,5
2,5,69,59,0,0,6
2,9,54,59,0,0,7
2,11,39,58,0,0,8
2,12,25,59,0,0,9
2,2,0,59,0,0,10
2,3,0,59,0,0,11
2,1,0,59,0,0,12
2,12,80,59,1,1,1
2,2,76,59,0,1,2
2,7,75,59,0,1,3
2,1,72,59,0,0,4
2,3,70,59,0,0,5
2,5,65,59,0,0,6
2,4,64,59,0,0,7
2,9,49,59,0,0,8
2,11,44,59,0,0,9
2,8,32,59,0,0,10
2,6,19,59,0,0,11
2,10,0,59,0,0,12
2,4,79,57,1,1,1
2,8,72,57,0,1,2
2,5,59,57,0,1,3
2,1,58,57,0,0,4
2,12,55,57,0,0,5
2,11,49,57,0,0,6
2,2,49,57,0,0,7
2,6,46,57,0,0,8
2,9,45,57,0,0,9
2,7,31,57,0,0,10
2,3,20,57,0,0,11
2,10,2,57,0,0,12
2,7,79,57,1,1,1
2,5,77,57,0,1,2
2,12,73,57,0,1,3
2,1,63,57,0,0,4
2,10,60,57,0,0,5
2,11,55,57,0,0,6
2,4,53,57,0,0,7
2,8,48,57,0,0,8
2,6,40,57,0,0,9
2,9,26,57,0,0,10
2,2,26,57,0,0,11
2,3,13,57,0,0,12
4,3,101,58,1,1,1
5,5,96,57,0,1,2
4,10,90,54,0,1,2
4,2,101,58,0,0,4
6,12,80,54,0,0,5
4,4,86,58,0,0,6
6,11,73,54,0,0,7
4,6,64,56,0,0,8
6,8,60,54,0,0,9
5,7,55,56,0,0,10
7,1,57,60,0,0,11
5,9,39,54,0,0,12
4,15,0,66,1,1,1
4,13,0,64,0,1,2
4,7,0,68,0,1,3
4,3,0,69,0,0,4
4,2,0,68,0,0,5
4,10,0,64,0,0,6
7,9,74,58,1,1,1
4,2,68,58,0,1,2
4,8,66,58,0,1,3
8,3,65,58,0,0,4
8,11,63,58,0,0,5
4,10,62,58,0,0,6
4,6,61,58,0,0,7
6,7,57,58,0,0,8
4,1,55,58,0,0,9
5,5,53,57,0,0,10
6,4,44,57,0,0,11
7,12,18,58,0,0,12
3,3,90,60,1,1,1
3,1,87,60,0,1,2
3,10,83,58,0,1,3
3,7,82,59,0,0,4
3,2,83,60,0,0,5
3,4,81,59,0,0,6
3,9,69,59,0,0,7
3,11,58,58,0,0,8
3,8,59,59,0,0,9
3,6,54,59,0,0,10
3,5,51,59,0,0,11
3,12,6,54,0,0,12
3,3,78,58,1,1,1
3,7,70,58,0,1,2
3,12,68,58,0,1,3
3,4,69,57,0,0,4
3,8,65,58,0,0,5
3,6,61,58,0,0,6
3,9,59,58,0,0,7
3,10,55,56,0,0,8
3,11,53,58,0,0,9
3,1,53,58,0,0,10
3,2,42,58,0,0,11
3,5,40,58,0,0,12
3,1,0,54,1,1,1
3,2,0,54,0,1,2
3,9,0,54,0,1,3
3,8,0,54,0,0,4
4,12,0,56,0,0,5
3,7,0,54,0,0,6
3,4,0,54,0,0,7
3,10,0,54,0,0,8
3,3,0,54,0,0,9
3,5,0,54,0,0,10
3,11,0,54,0,0,11
3,6,0,54,0,0,12
4,1,0,55,1,1,1
4,6,0,55,0,1,2
6,4,0,55,0,1,3
4,13,0,55,0,0,4
4,3,0,53,0,0,5
5,2,0,55,0,0,6
5,9,0,55,0,0,7
4,11,0,52,0,0,8
4,14,0,52,0,0,9
6,12,0,55,0,0,10
3,8,0,54,0,0,11
3,10,0,54,0,0,12
5,3,0,56,1,1,1
6,4,0,55,0,1,2
4,10,0,53,0,1,3
4,7,0,53,0,0,4
7,6,0,55,0,0,5
4,5,0,55,0,0,6
9,2,0,54,0,0,7
4,12,0,53,0,0,8
5,8,0,53,0,0,9
4,11,0,53,0,0,10
4,1,0,57,0,0,11
5,9,0,52,0,0,12
12,13,0,55,1,1,1
8,14,0,55,0,1,2
6,4,0,56,0,1,3
7,3,0,56,0,0,4
6,2,0,58,0,0,5
9,12,0,57,0,0,6
5,5,0,59,0,0,7
4,7,0,59,0,0,8
5,1,0,57,0,0,9
7,8,0,56,0,0,10
4,10,0,58,0,0,11
